,Centre_Name,Commodity_Name,Season,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
10,AGARTALA,Masoor Dal,Zaid,13.21849853,14.72813206,16.40469154,18.02317242,19.41315427,22.37311775,23.46912593,24.449553,25.41005301,26.55177953,27.6034718,28.68489224,29.958112,31.80266667,34.18914334,48.41893305,57.61961367,59.80645161290322,51.41025641025641,58.68181818181818,68.69444444444444,75.0,75.0,73.09261,75.31612,79.02566,83.270035,87.53268,91.61474,95.454994,99.03897,102.36173,105.41957,108.21283,110.749954
11,AGARTALA,Moong Dal,Kharif,19.21207282,21.40620927,23.84295976,26.19529747,28.21552937,32.51760905,34.1105728,35.53554829,36.9315613,38.59097315,40.11952713,42.58973156,44.4801374,47.21882952,42.78591682,42.0,48.20754716981132,70.40350877192982,63.04347826086956,61.35714285714285,69.55357142857143,70.93406593406593,99.25530504,94.25454,100.192314,103.683075,107.93961,112.24057,116.595215,120.95111,125.29139,129.61578,133.93117,138.24144,142.53801
12,AGARTALA,Moong Dal,Rabi,19.21207282,21.40620927,23.84295976,26.19529747,28.21552937,32.51760905,34.1105728,35.53554829,36.9315613,38.59097315,40.11952713,42.58973156,44.4801374,47.21882952,42.78591682,42.0,53.366336633663366,67.75,66.02597402597402,64.34848484848484,70.52439024390245,70.72222222222223,73.35714285714286,78.02178,81.48418,85.17338,88.79281,92.32804,95.75625,99.0511,102.18344,105.12401,107.84893,110.34452,112.60958
13,AGARTALA,Moong Dal,Zaid,19.21207282,21.40620927,23.84295976,26.19529747,28.21552937,32.51760905,34.1105728,35.53554829,36.9315613,38.59097315,40.11952713,42.58973156,44.4801374,47.21882952,42.78591682,41.37570462,41.0,70.54838709677419,65.82051282051282,61.0,72.82352941176471,74.48275862068965,73.92857142857143,78.275826,81.24799,84.70098,88.252304,91.83389,95.36664,98.77786,102.00969,105.02056,107.78496,110.29301,112.54893
14,AGARTALA,Mustard Oil,Kharif,32.475,35.38157894736842,37.65,38.95652173913044,37.04545454545455,54.42105263157895,47.80952380952381,39.57142857142857,39.86363636363637,45.77272727272727,57.63636363636363,54.45454545454545,52.42307692307692,50.19047619047619,59.54545454545455,81.95454545454545,65.04545454545455,67.69565217391305,87.2,108.0,103.9510638,114.3669604,121.9952367,130.1868,134.78497,140.12093,144.98537,149.60706,153.92776,157.89095,161.4491,164.56955,167.24176,169.47835,171.31169
15,AGARTALA,Mustard Oil,Rabi,33.25,35.791666666666664,40.13235294117647,39.625,37.75,50.42857142857143,55.81818181818182,44.31818181818182,40.85,42.45238095238095,55.36363636363637,58.09090909090909,53.0,52.63636363636363,58.142857142857146,74.0,73.14285714285714,69.1,80.88888888888889,100.0,103.9510638,114.3669604,121.9952367,119.97153,120.46493,121.933044,124.21536,127.04573,130.27286,133.79004,137.51102,141.36082,145.26837,149.16026,152.95714
16,AGARTALA,Mustard Oil,Zaid,30.16715368,33.5,36.85714285714285,38.0,38.5,41.0,45.0,41.22222222222222,41.11111111111112,39.888888888888886,58.44444444444444,55.125,51.81818181818182,49.77777777777778,56.5,69.33333333333333,69.33333333333333,62.125,79.375,106.71428571428572,103.9510638,114.3669604,121.9952367,113.46777,110.22399,109.123825,109.67871,111.144455,113.09979,115.28572,117.53799,119.75826,121.896255,123.93754,125.89411
17,AGARTALA,Onion,Kharif,7.970767085,8.881077532,9.892044477,10.86798998,11.70615034,19.44,12.1747572815534,11.4,11.35576923076923,11.25,11.438317757009347,10.4392523364486,11.39622641509434,10.40952380952381,19.245283018867923,13.433962264150944,17.245283018867923,19.85576923076923,20.67391304347826,16.514285714285716,45.34782608695652,33.43956043956044,24.00729927,25.759232,26.766191,28.099735,29.174671,29.891779,30.298662,30.494555,30.583206,30.650198,30.75359,30.923391,31.166698
18,AGARTALA,Onion,Rabi,7.970767085,8.881077532,9.892044477,10.86798998,18.04,25.73469387755102,12.623762376237623,10.048543689320388,12.12,9.365,11.07920792079208,12.627450980392156,14.05940594059406,10.8252427184466,17.75,14.83495145631068,26.31683168316832,32.24175824175824,29.07792207792208,20.138461538461534,39.41558441558441,26.89887640449438,28.839285714285715,26.308777,26.872103,28.019182,29.08973,29.849531,30.278215,30.457447,30.495789,30.489126,30.503942,30.574574,30.708803
19,AGARTALA,Onion,Zaid,7.970767085,8.881077532,9.892044477,10.86798998,11.70615034,8.756756756756756,10.461538461538462,8.421052631578947,9.157894736842104,9.045454545454543,8.842105263157896,10.052631578947368,9.0,9.0,13.023809523809524,10.0,16.36842105263158,14.516129032258064,14.128205128205128,14.954545454545457,21.0,19.814814814814813,27.0,19.512394,18.328217,18.659431,19.542067,20.457054,21.175049,21.649555,21.92054,22.057217,22.127539,22.183517,22.256643
20,AGARTALA,Palm Oil (Packed),Kharif,16.29649095,18.15765009,20.22460469,22.21995681,23.93360276,27.5828083,28.93402738,30.14275173,31.32690888,32.73449204,34.03107604,35.36431054,36.93400579,39.20807409,41.87554639,45.69072165,47.198113207547166,51.2410104,64.12429497,70.61669765,68.18515258,69.51189159,67.35165975,72.75797,77.331184,82.36677,87.19586,91.87252,96.3909,100.74457,104.91517,108.88698,112.65551,116.23147,119.64059
21,AGARTALA,Palm Oil (Packed),Rabi,16.29649095,18.15765009,20.22460469,22.21995681,23.93360276,27.5828083,28.93402738,30.14275173,31.32690888,32.73449204,34.03107604,35.36431054,36.93400579,39.20807409,41.87554639,47.0,47.40594059405941,48.0,64.12429497,70.61669765,68.18515258,69.51189159,67.35165975,72.02812,75.80428,79.64244,83.18145,86.52058,89.774536,92.99495,96.16647,99.236404,102.14613,104.85107,107.3277
22,AGARTALA,Palm Oil (Packed),Zaid,16.29649095,18.15765009,20.22460469,22.21995681,23.93360276,27.5828083,28.93402738,30.14275173,31.32690888,32.73449204,34.03107604,35.36431054,36.93400579,39.20807409,41.87554639,45.69072165,47.23684210526316,51.2410104,64.12429497,70.61669765,68.18515258,69.51189159,67.35165975,71.5808,75.07415,78.666916,82.0535,85.31043,88.52773,91.73851,94.91537,97.9973,100.919334,103.632095,106.10861
23,AGARTALA,Rice,Kharif,6.959999999999999,8.047368421052632,8.952380952380953,8.880434782608695,9.0,10.523809523809524,13.047619047619047,11.5,10.25,9.818181818181818,10.954545454545457,11.590909090909092,11.807692307692308,12.0,13.727272727272728,14.409090909090908,15.090909090909092,19.73913043478261,18.8,19.0,23.77423486,26.1564132,27.90104596,25.213215,25.349607,25.671467,26.109499,26.519789,26.848417,27.089031,27.260052,27.389463,27.505207,27.629488,27.776445
24,AGARTALA,Rice,Rabi,7.133333333333333,7.620833333333334,8.447058823529412,8.36470588235294,8.345238095238095,10.31578947368421,12.409090909090908,11.295454545454543,10.05,9.557142857142855,10.454545454545457,11.454545454545457,11.295454545454543,12.045454545454543,12.88095238095238,14.590909090909092,15.38095238095238,18.15,18.13888888888889,19.0,23.77423486,26.1564132,27.90104596,24.991024,24.43409,24.471413,24.79145,25.179354,25.515423,25.752348,25.889017,25.949825,25.968569,25.977003,25.998281
25,AGARTALA,Rice,Zaid,6.700498575,7.625,8.692857142857143,8.68125,8.6875,9.77777777777778,12.375,12.27777777777778,9.5,9.666666666666666,10.0,11.0,11.090909090909092,12.055555555555555,12.7,15.0,15.0,18.0,18.8125,19.0,23.77423486,26.1564132,27.90104596,22.74145,21.617191,21.815464,22.580431,23.446377,24.177877,24.702532,25.035046,25.225723,25.33127,25.400244,25.46691
26,AGARTALA,Soya Oil (Packed),Kharif,23.9973227,26.73796401,29.78496603,32.72353992,35.24724248,40.62146189,42.61141497,44.39151471,46.13543412,48.2083951,50.11788658,52.08135362,54.39305861,57.74210043,61.67051205,67.28915663,61.84905660377358,59.42360097,74.64766484,84.4371134,85.16632246,93.0,84.72438947,88.813675,90.47291,93.80409,97.02352,100.140205,103.056816,105.776924,108.31406,110.684944,112.905525,114.99269,116.96591
27,AGARTALA,Soya Oil (Packed),Rabi,23.9973227,26.73796401,29.78496603,32.72353992,35.24724248,40.62146189,42.61141497,44.39151471,46.13543412,48.2083951,50.11788658,52.08135362,54.39305861,57.74210043,61.67051205,60.0,59.18811881188119,58.0,74.64766484,84.4371134,85.16632246,88.91428571428571,89.61904761904762,87.97073,88.50353,90.431335,93.063774,95.94668,98.81466,101.53258,104.04222,106.325745,108.38535,110.23372,111.89001
28,AGARTALA,Soya Oil (Packed),Zaid,23.9973227,26.73796401,29.78496603,32.72353992,35.24724248,40.62146189,42.61141497,44.39151471,46.13543412,48.2083951,50.11788658,52.08135362,54.39305861,57.74210043,61.67051205,67.28915663,60.47368421052632,59.42360097,74.64766484,84.4371134,85.16632246,84.20213434,90.0,89.74455,91.45587,93.89332,96.67205,99.502716,102.22177,104.74681,107.043884,109.10671,110.94484,112.577225,114.02822
29,AGARTALA,Sunflower Oil (Packed),Kharif,25.84543241,28.79713918,32.07522742,35.23975766,37.95751579,43.74497613,45.88794308,47.80492038,49.68293534,51.91529294,53.97161133,56.08605562,58.57551501,62.18207538,66.41255515,72.46323529,67.62264150943396,67.04162309,84.21251988,92.1176549,97.62278158,94.78662519,93.76600854,91.090485,92.11127,94.4188,97.17836,99.93753,102.557304,105.00779,107.29787,109.44203,111.452415,113.33959,115.11569
30,AGARTALA,Sunflower Oil (Packed),Rabi,25.84543241,28.79713918,32.07522742,35.23975766,37.95751579,43.74497613,45.88794308,47.80492038,49.68293534,51.91529294,53.97161133,56.08605562,58.57551501,62.18207538,66.41255515,72.46323529,58.0,58.0,84.21251988,92.1176549,97.62278158,94.78662519,93.76600854,91.72719,91.67705,93.21155,95.543564,98.2048,100.90089,103.47338,105.84945,108.00352,109.93445,111.65433,113.18325
31,AGARTALA,Sunflower Oil (Packed),Zaid,25.84543241,28.79713918,32.07522742,35.23975766,37.95751579,43.74497613,45.88794308,47.80492038,49.68293534,51.91529294,53.97161133,56.08605562,58.57551501,62.18207538,66.41255515,72.46323529,68.0,67.04162309,84.21251988,92.1176549,97.62278158,94.78662519,93.76600854,93.99159,95.4207,97.791565,100.36995,102.911,105.297356,107.48163,109.452095,111.214966,112.785965,114.186516,115.44152
32,AGARTALA,Tea_loose,Kharif,62.0,74.47368421052632,82.85714285714286,64.78260869565217,60.0,85.23809523809524,90.0,90.0,90.0,72.5,50.0,55.0,59.61538461538461,100.0,100.0,102.27272727272728,123.86363636363636,126.3377457,140.0,140.0,147.7162913,162.5174637,173.3573785,168.82646,168.43893,168.52328,169.22151,170.11844,171.0777,172.02345,172.89536,173.65518,174.28575,174.7883,175.17769
33,AGARTALA,Tea_loose,Rabi,65.75,75.41666666666667,84.70588235294117,74.41176470588235,61.19047619047619,87.14285714285714,90.45454545454544,90.0,90.0,90.0,56.36363636363637,57.95454545454545,55.90909090909091,92.72727272727272,100.0,104.0909090909091,107.61904761904762,100.0,140.0,146.85714285714286,147.7162913,162.5174637,173.3573785,169.69458,168.6615,168.15149,168.23863,168.6839,169.37386,170.21046,171.09631,171.9501,172.71555,173.36319,173.88739
34,AGARTALA,Tea_loose,Zaid,69.80287977,70.0,80.0,57.142857142857146,60.0,85.0,90.0,90.0,90.0,78.88888888888889,50.0,55.0,60.0,100.0,100.0,100.0,121.11111111111111,126.3377457,131.228482,140.0,147.7162913,162.5174637,173.3573785,169.50482,168.42212,168.06145,168.29623,168.84048,169.57587,170.41498,171.27623,172.09341,172.82187,173.43973,173.9449
35,AGARTALA,Tomato,Kharif,3.73726346,4.164081849,4.638095176,5.095687954,5.488677245,6.325547131,6.635421306,6.919104594,7.190921424,7.514024476,7.811648276,8.117685,8.478,9.0,9.125,27.43072289,25.61320754716981,20.18705036,38.5,26.38571428571429,37.45161290322581,32.527472527472526,21.08996987,25.432371,27.006016,28.42315,29.295502,29.66959,29.73488,29.678534,29.633831,29.67097,29.80898,30.035189,30.323324
36,AGARTALA,Tomato,Rabi,3.73726346,4.164081849,4.638095176,5.095687954,5.488677245,6.325547131,6.635421306,6.919104594,7.190921424,7.514024476,7.811648276,8.117685,8.478,9.0,9.125,30.0,25.940594059405942,20.0,34.666666666666664,26.90909090909091,36.11111111111112,36.8,28.37037037037037,25.39634,23.685003,23.152555,23.23268,23.56089,23.956198,24.33843,24.668552,24.917776,25.059912,25.076435,24.964413
37,AGARTALA,Tomato,Zaid,3.73726346,4.164081849,4.638095176,5.095687954,5.488677245,6.325547131,6.635421306,6.919104594,7.190921424,7.514024476,7.811648276,8.117685,8.478,9.0,9.125,27.43072289,28.81578947368421,20.18705036,13.76923076923077,17.727272727272727,16.02777777777778,23.03846153846154,19.428571428571427,19.759462,19.67786,19.708296,19.795185,19.892614,19.984911,20.070477,20.154652,20.245594,20.351723,20.479725,20.633034
38,AGARTALA,Tur,Kharif,13.7,16.416666666666668,21.666666666666668,26.34375,24.363636363636363,30.23809523809524,33.523809523809526,28.23809523809524,25.454545454545453,28.977272727272727,28.045454545454547,30.0,29.846153846153847,32.23809523809524,36.68181818181818,36.68181818181818,44.13636363636363,63.21739130434783,64.75,65.0,67.31659598,74.06171889,79.00163554,79.665146,80.30161,81.327934,82.854324,84.866554,87.26448,89.929695,92.7576,95.65966,98.556915,101.37756,104.06047
39,AGARTALA,Tur,Rabi,18.0,18.5,18.2,26.181818181818183,22.94117647058824,28.5,36.59090909090909,27.818181818181817,25.95,25.964285714285715,27.818181818181817,29.40909090909091,27.40909090909091,29.454545454545453,34.142857142857146,36.09090909090909,51.57142857142857,68.75,64.27777777777777,65.0,67.31659598,74.06171889,79.00163554,77.6655,77.43232,78.280266,80.17869,82.84094,85.9417,89.21862,92.502365,95.69849,98.753914,101.63255,104.306366
40,AGARTALA,Tur,Zaid,16.18491103,16.5,18.25,24.166666666666668,23.714285714285715,26.22222222222222,42.75,28.0,25.0,26.5,27.77777777777778,29.875,27.454545454545453,32.0,34.6,40.888888888888886,34.0,59.5,64.0,65.0,67.31659598,74.06171889,79.00163554,77.61038,78.016365,79.52214,81.83119,84.62837,87.69406,90.874695,94.05571,97.14815,100.0838,102.8141,105.310165
41,AGARTALA,Urad Dal,Kharif,24.67523775,27.17610525,27.17610525,29.85728988,32.15994171,37.06343403,38.87908741,40.50326848,42.09443825,43.98582889,45.72806829,47.51955553,49.62877863,52.68447837,44.96641438,38.0,49.0,73.75961538461539,74.71739130434783,60.0,60.58064516129032,66.51648351648352,79.81634446,81.72011,84.99649,87.87398,90.62542,93.207016,95.592285,97.7942,99.86754,101.88697,103.917305,105.992714,108.11258
42,AGARTALA,Urad Dal,Rabi,24.67523775,27.17610525,27.17610525,29.85728988,32.15994171,37.06343403,38.87908741,40.50326848,42.09443825,43.98582889,45.72806829,47.51955553,49.62877863,52.68447837,44.96641438,38.0,48.613861386138616,69.77173913043478,74.22077922077922,65.13636363636364,57.9390243902439,66.94444444444444,73.08928571428571,76.9456,80.09454,83.11337,85.93397,88.53406,90.91134,93.12024,95.25787,97.41837,99.65268,101.95709,104.28794
43,AGARTALA,Urad Dal,Zaid,24.67523775,27.17610525,27.17610525,29.85728988,32.15994171,37.06343403,38.87908741,40.50326848,42.09443825,43.98582889,45.72806829,47.51955553,49.62877863,52.68447837,44.96641438,42.01634724,38.0,70.29032258064517,74.0,75.0,54.5625,65.96551724137932,75.33333333333333,81.89258,85.66157,88.50901,90.98329,93.47194,96.081696,98.77138,101.44828,104.02253,106.42938,108.63237,110.618645
44,AGARTALA,Vanaspati,Kharif,36.6,41.44444444444444,43.0,45.78260869565217,45.0,55.578947368421055,44.85714285714285,35.42857142857143,39.90476190476191,52.36363636363637,51.86363636363637,56.36363636363637,50.03846153846154,55.142857142857146,57.63636363636363,64.22727272727273,55.13636363636363,56.0,55.0,56.0,80.3458673,88.3965232,94.2925713,99.38712,102.9317,106.415344,109.51425,112.355644,115.10397,117.91088,120.88142,124.065025,127.46456,131.05191,134.78197
45,AGARTALA,Vanaspati,Rabi,44.2,41.66666666666666,41.94117647058823,43.94117647058823,42.523809523809526,48.333333333333336,46.45454545454545,37.18181818181818,35.666666666666664,44.34615384615385,51.0,53.27272727272727,50.13636363636363,52.45454545454545,56.0,60.18181818181818,60.95238095238095,56.45,55.5,56.0,80.3458673,88.3965232,94.2925713,96.32187,97.63523,98.65231,99.334595,99.913055,100.64683,101.714676,103.17445,104.9812,107.031136,109.2043,111.39304
46,AGARTALA,Vanaspati,Zaid,35.8559697,42.0,43.0,46.0,45.0,42.66666666666666,49.0,35.22222222222222,34.0,45.27777777777778,53.11111111111112,50.125,49.63636363636363,52.0,56.5,65.11111111111111,55.77777777777778,56.0,55.0,56.0,80.3458673,88.3965232,94.2925713,93.53722,93.3896,94.024895,95.44422,97.4707,99.86812,102.41628,104.94892,107.35808,109.5832,111.59741,113.39644
47,AGARTALA,Wheat,Kharif,5.3,5.721258672,5.764098973,8.1875,9.333333333333334,8.031495327,8.330138324,8.573698959,8.386433409,8.595103503,9.174508427,9.659797768,9.895333745,12.00027952,13.05390295,13.61009665,14.47728162,15.64264099,16.41361897,16.36464088,17.91600884,19.71119293,21.02592949,21.503216,21.181421,20.47795,19.613806,18.791143,18.146852,17.746796,17.599918,17.676453,17.923523,18.277273,18.67326
48,AGARTALA,Wheat,Rabi,5.9,5.721258672,7.5,8.666666666666666,10.071428571428571,8.031495327,8.330138324,8.573698959,8.386433409,8.595103503,9.174508427,9.659797768,9.895333745,12.00027952,13.05390295,13.61009665,14.47728162,15.64264099,16.41361897,16.36464088,17.91600884,19.71119293,21.02592949,20.21504,19.402971,18.66728,18.155788,17.923105,17.952312,18.185204,18.54621,18.959623,19.361689,19.70856,19.979607
49,AGARTALA,Wheat,Zaid,4.970379377,5.721258672,5.764098973,7.018640864,10.071428571428571,8.031495327,8.330138324,8.573698959,8.386433409,8.595103503,9.174508427,9.659797768,9.895333745,12.00027952,13.05390295,13.61009665,14.47728162,15.64264099,16.41361897,16.36464088,17.91600884,19.71119293,21.02592949,19.372892,18.44396,17.84578,17.531973,17.42879,17.471516,17.619764,17.85137,18.151318,18.50289,18.884012,19.268719
50,AGARTALA,gram_dal,Kharif,13.05,17.57894736842105,14.19047619047619,16.130434782608695,20.09090909090909,19.0,19.19047619047619,20.714285714285715,26.65909090909091,23.681818181818183,22.977272727272727,23.0,24.51923076923077,35.57142857142857,33.72727272727273,35.13636363636363,35.04545454545455,35.65217391304348,39.6,51.0,56.61605964,62.28898882,66.44366438,66.671684,66.97317,67.5502,68.63698,70.39246,72.83482,75.83883,79.18698,82.64406,86.02549,89.2358,92.26534
51,AGARTALA,gram_dal,Rabi,17.75,19.666666666666668,15.529411764705882,14.588235294117649,18.428571428571427,23.0,19.954545454545453,19.63636363636364,25.8,26.261904761904763,23.545454545454547,22.863636363636363,24.5,33.0,36.333333333333336,34.40909090909091,35.42857142857143,37.15,39.833333333333336,51.0,56.61605964,62.28898882,66.44366438,65.09244,64.68253,65.19618,66.7803,69.33831,72.6225,76.31267,80.10253,83.77006,87.211426,90.42802,93.476685
52,AGARTALA,gram_dal,Zaid,14.23014286,16.5,15.428571428571429,15.142857142857142,19.3125,20.77777777777778,20.0,18.22222222222222,24.88888888888889,25.22222222222222,25.77777777777778,23.0,22.818181818181817,30.55555555555556,36.5,36.55555555555556,35.0,34.25,39.0,51.0,56.61605964,62.28898882,66.44366438,67.541565,69.35456,71.70019,74.33108,77.061584,79.81029,82.59435,85.4763,88.49403,91.62265,94.78509,97.88671
53,AGARTALA,groundnut_oil,Kharif,34.88755269,39.68159402,44.59230769,44.74207071,35.0,53.62305951,52.0,50.92022927,51.7253496,54.2911396,65.64546958,64.44983745,63.34755043,65.61183528,79.06549202,86.1515635,81.9717608,84.06937233,99.00041186,120.0923754,131.4771326,144.6511413,154.2993724,154.11925,154.84155,155.90907,157.21088,158.71408,160.39604,162.19522,164.02376,165.79019,167.41779,168.85492,170.07823
54,AGARTALA,groundnut_oil,Rabi,34.88755269,39.68159402,44.59230769,44.74207071,38.0,68.5,82.0,50.92022927,51.7253496,54.2911396,65.64546958,64.44983745,63.34755043,65.61183528,79.06549202,86.1515635,81.9717608,84.06937233,99.00041186,120.0923754,131.4771326,144.6511413,154.2993724,153.69762,154.04808,154.83429,155.96704,157.4065,159.11092,160.99634,162.95259,164.86809,166.64961,168.2332,169.58734
55,AGARTALA,gur,Kharif,10.72222222222222,11.357142857142858,10.5,11.72222222222222,15.0,13.71411062,13.13279468,12.86158313,14.22227218,17.136363636363637,14.681818181818182,18.818181818181817,23.5,24.904761904761905,21.181818181818183,22.181818181818183,34.95454545454545,31.65147993,33.7,34.0,38.72014022,42.59989827,45.44131149,44.760433,44.335865,44.220993,44.64918,45.741905,47.518436,49.916164,52.818905,56.084858,59.57011,63.14691,66.71616
56,AGARTALA,gur,Rabi,9.0,10.083333333333334,9.5,10.88888888888889,10.5,13.71411062,13.13279468,12.86158313,17.333333333333332,15.297619047619047,14.454545454545457,17.863636363636363,22.40909090909091,20.863636363636363,21.52380952380953,21.40909090909091,30.857142857142858,39.05882352941177,34.388888888888886,34.0,38.72014022,42.59989827,45.44131149,41.879307,40.150696,39.74129,40.629208,42.578148,45.309734,48.570362,52.14651,55.865124,59.59455,63.24782,66.78371
57,AGARTALA,gur,Zaid,10.35983063,11.33615863,10.78672065,10.0,12.833333333333334,13.71411062,13.13279468,12.86158313,14.22227218,16.86111111111111,14.0,15.875,21.09090909090909,21.33333333333333,20.2,22.11111111111111,25.77777777777778,31.65147993,33.0,34.0,38.72014022,42.59989827,45.44131149,43.60523,44.88019,47.635117,51.288334,55.378468,59.586887,63.694405,67.54545,71.04329,74.16817,76.9969,79.69471
58,AGARTALA,milk,Kharif,7.144199086,7.960110402,8.866240145,9.740980164,10.49222336,12.09199419,12.6843535,13.21424471,13.73336594,14.35043463,14.91884253,16.30684455,16.40814196,17.09056272,18.53747871,20.28731343,21.74693333,25.63636363636364,28.0,29.0,33.73251379,37.11251168,39.5879162,38.032825,36.48248,34.960278,33.79982,33.19816,33.218422,33.821594,34.90912,36.35849,38.047485,39.87042,41.75046
59,AGARTALA,milk,Rabi,7.144199086,7.960110402,8.866240145,9.740980164,10.49222336,12.09199419,12.6843535,13.21424471,13.73336594,14.35043463,14.91884253,16.30684455,16.40814196,17.09056272,18.53747871,20.28731343,21.74693333,25.363636363636363,25.88888888888889,27.714285714285715,33.73251379,37.11251168,39.5879162,34.38967,30.980274,28.747677,27.688679,27.538767,27.998133,28.824484,29.845259,30.94015,32.02243,33.030087,33.92612
60,AGARTALA,milk,Zaid,7.144199086,7.960110402,8.866240145,9.740980164,10.49222336,12.09199419,12.6843535,13.21424471,13.73336594,14.35043463,14.91884253,16.30684455,16.40814196,17.09056272,18.53747871,20.28731343,21.74693333,24.0,28.0,29.0,33.73251379,37.11251168,39.5879162,35.507317,35.434917,37.012512,39.5553,42.597637,45.888878,49.32009,52.845184,56.43159,60.0368,63.602806,67.063805
